x1,x2,x3,x4,x5,x6,x7,x8,x9,y
1.9636894417,3.8560762235,7.5721361666,14.8693238416,29.1987342332,57.3372461253,112.5925448335,221.0967915058,434.1654350779,-0.2127473392
1.225017813,1.5006686422,1.8383458182,2.2520063738,2.758747923,3.3795153473,4.1399664998,5.0715327076,6.2127179062,1.7131576335
1.1077511034,1.2271125071,1.3593352338,1.5058051052,1.6680572668,1.8477922779,2.0468939347,2.2674490148,2.5117691481,0.5348448986
0.9554159309,0.9128196009,0.8721223887,0.8332396239,0.7960904109,0.760597461,0.7266869312,0.6942882708,0.6633340745,-0.9726354179
1.8898742412,3.5716246474,6.7499214202,12.7565026218,24.1081857121,45.5614391784,86.1053902932,162.7283591397,307.5361342436,-1.0364134447
0.1076270651,0.0115835851,0.0012467073,0.0001341794,1.44413398264738E-005,1.55427902146398E-006,1.6728248940825E-007,0.000000018,1.93773095840611E-009,0.9015171232
0.672760629,0.452606864,0.3044960785,0.2048529733,0.1378170152,0.0927178618,0.062376927,0.0419647407,0.0282322253,-1.380558059
1.646849953,2.7121147678,4.4664460779,7.3555665136,12.1135143675,19.9491405671,32.8532412059,54.1043587367,89.1017606441,0.6459721044
0.2209345022,0.0488120543,0.0107842669,0.0023826166,0.0005264022,0.0001163004,2.56947737945804E-005,5.67686205716031E-006,1.25421469259339E-006,-0.4936403093
1.6555637089,2.7408911942,4.5377199912,7.5124845386,12.4373967658,20.5909027186,34.0895512744,56.4374239425,93.4357509031,0.8494706563
0.7877428352,0.6205387744,0.4888249735,0.3850683705,0.30333485,0.2389498547,0.188231036,0.14827765,0.1168046564,0.184519829
0.7627438833,0.5817782315,0.4437477875,0.3384659106,0.258162803,0.1969120989,0.150193499,0.1145591727,0.0873793082,-0.1049378431
1.3946697311,1.9451036589,2.7127771969,3.7834282438,5.2766328515,7.3591601201,10.2635978659,14.3143292759,19.9637617623,-0.1509703914
0.810523619,0.6569485369,0.5324723056,0.4315813802,0.3498069021,0.2835267562,0.2298051326,0.1862624877,0.1509701456,0.2959436142
0.6065147666,0.3678601621,0.2231126203,0.1353210989,0.0820742447,0.0497792414,0.030191845,0.0183117998,0.011106377,-2.1126558291
1.720536131,2.9602445781,5.0932077533,8.7630479624,15.0771406372,25.9407652188,44.6320238252,76.7910095917,132.12170654,-0.6275990994
1.5338454692,2.3526819232,3.6086505083,5.5351122319,8.4900068182,13.0223584911,19.9742855692,30.6374674199,46.9931405883,0.8841449697
1.3016740151,1.6943552415,2.2054981902,2.8708396845,3.7368974187,4.864222267,6.3316317285,8.241720494,10.7280334066,1.1457686319
0.5598675692,0.313451695,0.1754914386,0.0982519651,0.0550080889,0.030797245,0.0172423787,0.0096534487,0.0054046528,-1.6385016697
0.5849463296,0.3421622086,0.200146528,0.117074977,0.0684825781,0.0400586327,0.0234321502,0.0137065502,0.0080175963,-2.0978759283
1.6393455125,2.6874537092,4.4056651782,7.2224074393,11.8400212249,19.4098856625,31.8195089583,52.1631692197,85.5134573763,0.8649153364
1.5999683271,2.5598986476,4.0957567567,6.5530810862,10.4847221826,16.7752234103,26.839826136,42.9428717218,68.7072346284,1.2911571321
0.7945249347,0.6312698718,0.5015596537,0.3985016511,0.3166194983,0.2515620862,0.1998723501,0.1588035659,0.1261733928,0.1721170699
1.5148196443,2.2946785548,3.4760241523,5.26554967,7.9763580783,12.0827439072,18.3031778279,27.7260133274,41.9999096471,0.9375959075
0.5132124841,0.2633870538,0.1351735242,0.0693727401,0.0356029563,0.0182718816,0.0093773578,0.0048125771,0.0024698746,-0.7979897684
0.8021714535,0.6434790408,0.5161805174,0.4140652759,0.3321513442,0.2664423266,0.2137324284,0.1714500527,0.137532338,0.1711686477
1.6922396239,2.8636749446,4.846024211,8.2006341881,13.8774381138,23.4839506539,39.7404718212,67.2504010866,113.8037934391,0.1072234407
0.5636149773,0.3176618427,0.1790389723,0.1009090463,0.0568738498,0.0320549536,0.0180666519,0.0101826356,0.0057390859,-1.5609029453
0.492277415,0.2423370533,0.1192970582,0.0587272474,0.0289100975,0.0142317881,0.0070059878,0.0034488896,0.0016978105,-0.4969247467
1.442507193,2.080827002,3.0016079178,4.3298410121,6.2458268046,9.009650092,12.9964850645,18.7475231897,27.0434370527,0.1608965238
0.4056820376,0.1645779157,0.0667663042,0.0270858903,0.0109882592,0.0044577394,0.0018084248,0.0007336455,0.0002976268,0.6297586715
1.8604700489,3.461348803,6.4397357769,11.9809355361,22.2901717232,41.4701968768,77.1540592129,143.5428163199,267.0571105038,-1.4668268512
0.1376136781,0.0189375244,0.0026060624,0.0003586298,4.93523700621188E-005,6.79156116783948E-006,9.34611712435457E-007,1.28615355355684E-007,1.76992321122994E-008,0.2083152798
1.6769460496,2.8121480532,4.7158205686,7.908176673,13.2615856312,22.2389636353,37.2935422148,62.5392582918,104.8749621358,0.2988351523
0.8386224794,0.703287663,0.5897928437,0.494613537,0.4147940307,0.3478555985,0.2917195245,0.2446425509,0.2051627427,0.0348280508
1.9088916895,3.6438674821,6.955748354,13.2777702269,25.3458252405,48.382435164,92.3568284001,176.2991821972,336.5360437538,-0.9086555999
1.1663087085,1.3602760035,1.5865017488,1.8503508056,2.1580802583,2.5169877988,2.9355847889,3.4237981037,3.9932055444,1.6374596845
0.9004747663,0.8108548048,0.7301542909,0.6574855145,0.5920491151,0.5331252885,0.4800658696,0.4322872018,0.389263717,-0.3050132894
0.324635839,0.105388428,0.0342128607,0.0111067208,0.0036056396,0.0011705198,0.0003799927,0.0001233592,4.00468323085596E-005,0.2969729147
0.2509896143,0.0629957865,0.0158112882,0.0039684691,0.0009960445,0.0002499968,6.27466087574412E-005,1.57487471326022E-005,3.95277196900674E-006,-0.2965645706
1.0262398119,1.0531681516,1.0808030858,1.1091631555,1.1382673881,1.1681353103,1.1987869612,1.2302429056,1.262524248,-0.8722816405
0.2378043079,0.0565508888,0.013448045,0.003198003,0.0007604989,0.0001808499,4.30068885700786E-005,1.02272233697707E-005,2.43207777481385E-006,-0.4015054249
0.7957027249,0.6331428264,0.5037934722,0.4008698386,0.3189732229,0.2538078626,0.2019556079,0.1606966275,0.1278667444,0.2372249235
0.7636628326,0.5831809219,0.4453535948,0.3400999877,0.25972172,0.1983398244,0.1514647521,0.1156680016,0.0883313538,0.0271136144
0.3637869812,0.1323409677,0.0481439211,0.0175141317,0.0063714131,0.0023178371,0.000843199,0.0003067448,0.0001115898,0.6246855957
0.2895792465,0.08385614,0.0242829978,0.0070318522,0.0020362785,0.000589664,0.0001707545,4.94469456478768E-005,1.43188092644716E-005,0.0422413284
0.3717881546,0.1382264319,0.0513909501,0.0191065465,0.0071035877,0.0026410297,0.0009819036,0.0003650601,0.000135725,0.9015618763
0.4325388454,0.1870898528,0.0809236289,0.035002613,0.0151399898,0.0065486337,0.0028325385,0.0012251829,0.0005299392,0.4603993713
0.9389479333,0.8816232214,0.8277983017,0.7772595045,0.7298062054,0.6852500282,0.6434140978,0.6041323374,0.5672488096,-0.9368192349
0.5718629849,0.3270272735,0.1870147928,0.1069468376,0.0611589378,0.0349745327,0.0200006407,0.0114376261,0.006540755,-1.8148711508
1.0703868727,1.1457280573,1.2263722722,1.3126927813,1.405089121,1.5039889501,1.6098500289,1.723162338,1.8444503461,-0.1148783067
